mouseclick	Duration	hold	release
right	0.490304	0.579614	1.239258
right	0.736209	1.036049	1.324194
right	0.896330	0.683395	1.365975
right	0.865057	0.765735	1.750173
right	0.645963	0.594164	0.201465
right	0.940926	0.647383	1.464933
right	0.096050	0.676127	0.386967
right	0.041071	1.290693	0.415765
right	0.828249	0.982825	1.137185
right	0.402261	1.000091	0.276623
right	0.968870	0.616319	0.877027
right	0.687773	0.913913	1.736751
right	0.550306	1.461932	1.386466
right	0.514006	0.588969	0.389328
right	0.241028	1.399974	0.563272
right	0.644431	0.545450	0.939222
right	0.419158	1.278018	1.948816
right	0.940249	1.494630	1.519537
right	0.428979	1.298430	0.585637
right	0.891900	1.313220	0.535169
right	0.810869	0.824246	0.347765
right	0.532061	1.232038	1.450644
right	0.838851	1.462735	1.232770
right	0.582428	0.520016	0.292559
right	0.602508	0.692086	0.294570
right	0.841531	1.315766	0.501776
right	0.300520	0.940374	1.485772
right	0.099618	1.358410	0.361836
right	0.237877	1.141369	0.340880
right	0.020596	1.298894	1.534320
right	0.862148	1.348113	0.860423
right	0.145552	1.013124	0.986132
right	0.368439	0.509373	1.631183
right	0.568259	0.828306	1.929009
right	0.172007	1.396119	0.489011
right	0.548006	0.782636	0.693853
right	0.388045	1.281696	1.716305
right	0.310331	1.037109	0.532890
right	0.297772	0.902371	1.305664
right	0.394731	0.738597	0.820467
right	0.163400	1.370233	0.388199
right	0.384141	1.421773	1.283639
right	0.010981	1.430312	0.352903
right	0.863633	1.009141	1.723599
right	0.588401	0.668272	1.785993
right	0.934471	0.628809	0.910482
right	0.655299	0.843993	1.808112
right	0.488491	0.845446	1.260969
right	0.957430	1.004198	1.106077
right	0.589295	1.444547	1.485538
right	0.338918	0.921633	1.663417
right	0.674747	1.258820	1.182664
right	0.517395	0.500932	1.217902
right	0.195639	1.106877	0.501718
right	0.006388	1.094810	0.952850
right	0.347274	1.367694	1.643257
right	0.460014	0.721158	1.953915
right	0.352910	1.383394	1.799447
right	0.315129	1.258896	1.575707
right	0.518660	1.346499	0.685820
right	0.607204	0.626681	1.508540
right	0.330057	0.553702	1.769674
right	0.905536	0.509427	0.166432
right	0.038678	0.576018	1.589262
right	0.910840	0.691920	1.044844
right	0.993730	0.871003	1.963603
right	0.007310	1.078612	1.640911
right	0.228290	1.322796	0.485200
right	0.153515	1.228285	0.374333
right	0.464308	1.325600	0.740448
right	0.121082	1.018250	0.179793
right	0.934287	0.633627	1.262308
right	0.438053	0.759054	0.997959
right	0.420431	0.558922	1.891926
right	0.080440	1.451896	1.066510
right	0.861666	0.901295	1.750161
right	0.582177	0.712967	0.429854
right	0.872538	0.996972	1.062921
right	0.686079	1.312594	1.230345
right	0.775820	0.863079	1.798946
right	0.173131	1.278794	1.849232
right	0.993019	1.175140	0.306477
right	0.405962	0.506195	0.167399
right	0.359995	0.932926	0.946666
right	0.399620	0.538593	1.714011
right	0.123772	0.549640	0.436993
right	0.967233	1.015762	1.512298
right	0.934660	1.325362	1.889443
right	0.021083	1.107248	1.873285
right	0.924369	0.935378	1.925968
right	0.394339	1.314462	1.362811
right	0.856828	0.659836	0.792301
right	0.504927	0.550785	0.556213
right	0.745824	1.340114	0.397509
right	0.010625	0.542907	1.470499
right	0.065888	1.052499	0.925296
right	0.893520	1.290409	0.878439
right	0.124183	0.500463	1.583584
right	0.795044	0.698885	1.204897
right	0.498186	0.877122	0.350725
right	0.451512	0.829300	0.670953
right	0.022415	1.101588	0.814665
right	0.085329	1.113264	0.912373
right	0.838010	0.797389	1.396934
right	0.832856	1.033514	1.466584
right	0.640684	0.733798	1.823667
right	0.987905	0.976696	0.368738
right	0.096293	0.932364	0.897743
right	0.255158	0.917626	1.775181
right	0.006003	0.928704	1.705003
right	0.828914	0.914638	1.457902
right	0.206951	0.678506	0.465545
right	0.085621	0.674325	0.707986
right	0.720869	1.025754	0.114971
right	0.613151	1.087885	0.984232
right	0.058604	1.138134	1.754911
right	0.170221	0.770822	0.353056
right	0.279505	1.460119	0.478438
right	0.113637	1.148437	0.247835
right	0.195268	0.551290	0.774480
right	0.476241	1.413167	1.700374
right	0.437099	0.622187	0.164157
right	0.102254	1.056004	1.226772
right	0.752675	0.970078	1.018450
right	0.017284	1.220177	0.772968
right	0.679611	1.208728	1.574625
right	0.374123	1.207043	0.118062
right	0.354280	1.236280	0.191810
right	0.734681	0.624414	0.874302
right	0.675658	0.977173	1.789582
right	0.915872	0.747693	1.782170
right	0.453086	0.939104	1.536426
right	0.379836	0.980484	1.137910
right	0.668884	0.901157	1.714770
right	0.326259	1.380719	0.458185
right	0.952372	1.258599	0.462164
right	0.652330	1.466214	1.882472
right	0.927240	1.497254	0.418031
right	0.045437	1.189947	0.960959
right	0.419096	0.912759	1.263441
right	0.042498	0.591678	0.853831
right	0.721812	0.595406	0.605271
right	0.601358	1.147365	1.158244
right	0.179250	1.248998	1.024318
right	0.076538	0.672181	0.334035
right	0.317379	1.089825	0.288049
right	0.944803	0.753409	1.322772
right	0.275760	0.790555	0.463123
right	0.429057	1.139612	1.660592
right	0.325535	0.540690	0.544297
right	0.039349	1.387850	1.027784
right	0.432398	1.072705	1.298065
right	0.750268	0.671347	0.758496
right	0.680259	0.521716	1.991880
right	0.723147	1.049100	1.607517
right	0.119952	0.677150	1.842360
right	0.674115	1.344130	1.741251
right	0.872986	0.946415	1.853762
right	0.563034	0.790281	0.347559
right	0.906588	1.147179	0.999393
right	0.061954	1.495192	0.724940
right	0.848871	1.487259	1.241036
right	0.552307	1.199618	1.531037
right	0.324759	0.773240	1.835390
right	0.968598	1.189960	1.379557
right	0.539177	1.099670	0.455199
right	0.709035	1.320604	1.556780
right	0.353783	1.313821	0.952336
right	0.458451	0.845732	1.013777
right	0.651723	1.229446	1.885720
right	0.046918	0.928753	1.294528
right	0.389075	0.759796	1.415779
right	0.050145	0.853342	0.751654
right	0.962895	0.615111	1.358018
right	0.758149	0.782311	1.898784
right	0.150577	1.276586	1.359141
right	0.152360	0.740829	0.583574
right	0.030262	0.677263	1.484699
right	0.048428	1.412917	1.766552
right	0.026761	1.436642	1.818966
right	0.924570	0.707092	1.761885
right	0.464181	1.248265	0.176383
right	0.671561	1.174559	0.845875
right	0.785804	0.919251	1.538259
right	0.575185	1.347961	1.832251
right	0.460827	1.384562	1.280821
right	0.842683	1.412751	0.982551
right	0.704971	1.071046	1.854705
right	0.904284	0.966822	1.718795
right	0.763591	0.800040	1.970449
right	0.027667	1.320029	1.649387
right	0.990082	1.047104	1.925147
right	0.939000	1.361215	1.374578
right	0.080087	0.872154	0.927460
right	0.836739	0.759945	0.557542
right	0.677413	1.050282	0.582419
right	0.632964	1.208077	1.810597
right	0.173835	1.031188	1.731081
right	0.449513	1.414985	1.496084
right	0.826345	0.739046	0.491679
right	0.663107	0.965820	1.222970
right	0.671155	1.133477	0.392980
right	0.346125	1.168810	0.616812
right	0.685230	1.410534	1.726479
right	0.365181	0.922084	0.463423
right	0.279454	0.952942	1.489128
right	0.927116	0.784097	1.933822
right	0.223623	0.711748	0.633085
right	0.997890	0.556168	0.813080
right	0.264672	1.189509	1.750152
right	0.361460	1.379539	1.691847
right	0.022127	0.815428	0.750547
right	0.530059	0.591057	0.385163
right	0.511215	0.743777	0.113206
right	0.614123	0.520384	0.946120
right	0.694371	0.734183	0.942010
right	0.831889	1.449756	1.384576
right	0.617950	0.851475	0.204417
right	0.795975	0.655438	1.670044
right	0.707741	0.564663	0.864099
right	0.422783	1.406151	1.406599
right	0.171470	0.639593	1.427287
right	0.682123	0.749973	0.252494
right	0.510239	0.512545	0.628782
right	0.379749	0.740008	1.643967
right	0.922454	0.963147	0.496216
right	0.053719	0.861106	0.827128
right	0.754736	1.307745	1.532428
right	0.138700	0.797774	1.254742
right	0.774791	1.289565	0.691939
right	0.556904	1.150637	0.582042
right	0.169277	0.612274	0.471731
right	0.476717	1.457554	0.316686
right	0.001580	1.292917	0.233179
right	0.645635	0.617438	1.042126
right	0.882424	1.240440	0.957817
right	0.280015	1.261831	1.990676
right	0.149546	1.301415	1.859781
right	0.588314	1.178600	1.948346
right	0.279744	1.449942	0.781098
right	0.553372	0.838462	1.308802
right	0.673909	0.782581	1.481119
right	0.811592	1.236104	1.051507
right	0.901952	1.055488	0.609864
right	0.303227	0.532697	1.859473
right	0.856254	0.912733	0.674885
right	0.974477	1.265551	0.262078
right	0.561480	1.278601	1.985987
right	0.299556	0.601714	0.607349
right	0.462041	1.278772	1.003908
right	0.517625	1.104609	1.957369
right	0.591468	1.084488	0.619579
right	0.578102	0.826177	0.142138
right	0.375159	0.874365	1.072794
right	0.894582	1.290636	1.837161
right	0.556968	1.385599	0.632623
right	0.750608	1.106058	1.585338
right	0.157903	0.667878	1.305400
right	0.166023	0.773836	1.372536
right	0.434196	1.198642	0.792225
right	0.546169	0.544575	1.427622
right	0.823605	1.447413	1.002875
right	0.697401	1.367000	1.656473
right	0.791482	1.183399	0.853688
right	0.841671	0.520647	1.375929
right	0.793114	0.820989	0.143219
right	0.934399	1.187426	1.723790
right	0.649646	0.734559	1.288480
right	0.011106	0.684573	0.684061
right	0.859434	0.641207	1.429865
right	0.229498	0.590158	1.302707
right	0.068956	1.171400	1.430525
right	0.801259	1.369348	1.161057
right	0.713558	1.108846	1.099766
right	0.397545	1.357304	0.130462
right	0.047795	0.768392	1.944204
right	0.403946	1.465001	1.189424
right	0.351372	1.274417	1.745011
right	0.573476	0.653223	0.359343
right	0.077891	0.839360	0.763041
right	0.270391	1.486119	1.614377
right	0.622585	1.095849	0.439237
right	0.884264	1.220236	1.504856
right	0.859648	1.354233	0.757343
right	0.188759	1.278116	0.939231
right	0.872212	1.119940	1.380102
right	0.123027	1.449901	0.655747
right	0.482444	1.331849	1.904912
right	0.351200	0.998421	0.811029
right	0.192827	1.349645	1.164272
right	0.768157	0.760128	1.645450
right	0.596415	0.890189	0.150188
right	0.632191	0.527816	1.940458
right	0.010763	1.025638	0.920500
right	0.049600	0.915461	1.822971
right	0.605293	0.667908	0.159639
right	0.436037	0.963567	1.570651
right	0.648431	0.849985	1.083572
right	0.657990	0.605268	0.234862
right	0.407595	0.680351	0.813960
right	0.045506	0.984553	0.228034
right	0.942985	0.877725	0.508379
right	0.154088	1.266940	1.376216
right	0.830560	0.613472	1.528180
right	0.887355	0.829105	1.278408
right	0.041688	1.358394	1.511159
right	0.376968	0.567039	1.955686
right	0.551144	1.090440	1.828793
right	0.525144	0.839379	1.110139
right	0.937416	0.751731	0.591536
right	0.127606	0.819821	1.657589
right	0.304457	1.412154	0.321136
right	0.016209	1.468508	0.315098
right	0.396809	0.956924	0.591655
right	0.702631	0.598166	0.959999
right	0.699742	1.460877	0.742899
right	0.930334	0.576298	1.613196
right	0.519104	0.919710	0.139582
right	0.625741	1.477966	0.146989
right	0.271888	1.077279	1.178968
right	0.973968	1.403202	1.923970
right	0.634712	1.345905	0.679493
right	0.524267	1.088514	0.306749
right	0.319019	0.894653	0.548841
right	0.035347	1.395171	1.289587
right	0.238673	1.370113	1.935274
right	0.365819	1.257724	0.426152
right	0.634208	0.941442	1.437258
right	0.925664	0.675538	1.303164
right	0.597820	0.532879	1.447277
right	0.328065	1.184623	1.017485
right	0.960900	0.514121	0.315430
right	0.563162	0.698453	1.951736
right	0.696944	0.689191	1.885804
right	0.657966	1.435325	1.522784
right	0.849496	1.201581	0.721672
right	0.706133	1.238992	0.448251
right	0.162996	1.217923	1.703416
right	0.752093	0.930931	1.921794
right	0.237699	0.528954	0.602131
right	0.629425	1.324209	0.414807
right	0.970761	0.523705	0.841612
right	0.203806	1.126986	0.793767
right	0.974855	0.547989	0.323410
right	0.641091	1.475723	0.402787
right	0.451553	1.469885	1.360258
right	0.043451	1.462137	0.959767
right	0.873784	1.423436	0.806005
right	0.256876	0.612681	1.786877
right	0.809587	1.049595	1.924590
right	0.625314	0.627700	0.107488
right	0.367533	0.870110	1.504934
right	0.057446	1.486762	0.789791
right	0.185708	0.799398	0.844612
right	0.422042	0.933667	1.179248
right	0.188248	1.200907	1.417190
right	0.788840	0.544136	1.186509
right	0.727829	1.307378	0.160375
right	0.566678	1.408674	0.992327
right	0.874922	0.557559	1.532249
right	0.782467	1.204242	1.981399
right	0.359792	1.496746	0.632347
right	0.542321	1.233354	1.421391
right	0.130174	1.218219	1.136850
right	0.314103	0.661153	0.529040
right	0.150722	0.682063	0.649618
right	0.961158	0.736990	1.355127
right	0.077397	1.004179	0.428797
right	0.538319	0.983452	1.404158
right	0.340203	1.007006	1.905604
right	0.526489	1.297811	1.419932
right	0.751327	1.137843	1.100324
right	0.562438	1.142766	1.253867
right	0.512963	0.609311	1.998469
right	0.552164	1.404378	1.428693
right	0.531735	1.241011	1.157942
right	0.534327	0.878089	1.916493
right	0.069755	0.600478	0.231261
right	0.145149	1.484209	0.462488
right	0.605713	1.028684	1.147829
right	0.921616	1.398073	0.998816
right	0.645289	0.786890	1.525070
right	0.501134	0.814759	0.543664
right	0.506867	0.991997	1.462162
right	0.050964	0.697199	0.302163
right	0.442166	0.701265	0.719547
right	0.362272	1.243093	1.770765
right	0.347749	1.424394	1.351318
right	0.269916	0.692667	0.917799
right	0.122491	1.310238	1.319851
right	0.331124	0.584635	1.700921
right	0.897503	0.748143	0.798111
right	0.927431	0.905392	0.166435
right	0.969555	1.257022	0.515715
right	0.791164	0.552471	1.264488
right	0.558185	0.909193	1.985501
right	0.477193	1.195133	0.105054
right	0.617780	1.244452	1.101221
right	0.805048	0.723404	1.274139
right	0.425458	1.013215	0.219396
right	0.795880	1.201244	0.430007
right	0.862388	0.646166	0.211776
right	0.510604	1.075262	1.206194
right	0.607246	1.139663	1.518706
right	0.551009	1.303049	1.862394
right	0.974638	1.283396	0.790014
right	0.555783	0.826058	1.544858
right	0.121609	0.855752	0.573785
right	0.250224	0.846826	0.679366
right	0.590911	0.701590	0.549310
right	0.552459	1.075169	1.285687
right	0.349274	0.667874	1.334036
right	0.503213	0.707365	0.450618
right	0.362081	1.110642	0.906062
right	0.661412	1.424711	0.721850
right	0.185433	0.906386	1.752762
right	0.245624	0.984236	1.974003
right	0.811146	0.952095	0.871099
right	0.077371	0.773331	1.341794
right	0.601757	1.293488	1.970965
right	0.652777	1.328855	1.742610
right	0.154404	0.892364	1.140345
right	0.363057	0.936903	0.137118
right	0.250846	0.869923	0.316963
right	0.395516	1.371314	0.460753
right	0.738226	0.945564	1.546619
right	0.127802	0.581330	1.177687
right	0.518747	1.161446	1.328231
right	0.371531	1.271642	0.489518
right	0.134792	0.685667	1.556510
right	0.991608	0.667654	1.167901
right	0.237184	1.098999	1.914981
right	0.282308	1.080609	0.177821
right	0.457512	1.296264	1.007088
right	0.170503	1.024706	0.242762
right	0.755136	1.477303	1.909329
right	0.521647	1.115520	1.583389
right	0.539307	1.344561	0.466602
right	0.325267	0.703451	0.353484
right	0.251969	0.762227	1.409565
right	0.735788	0.637910	1.313930
right	0.598127	0.907444	1.912378
right	0.726006	1.423482	0.248013
right	0.693657	1.160670	1.326695
right	0.912613	0.610990	0.343210
right	0.922835	0.835619	0.334676
right	0.456597	0.504134	1.479315
right	0.714878	1.400390	1.970702
right	0.030400	1.281855	1.614923
right	0.651982	0.970154	0.571669
right	0.867547	0.857115	1.725506
right	0.049493	0.666282	1.561064
right	0.835533	1.014370	1.781104
right	0.519883	0.824823	0.631917
right	0.403637	0.796320	1.756587
right	0.336282	1.036312	1.240334
right	0.662719	0.576645	0.251825
right	0.875453	1.293958	1.137765
right	0.357725	0.754786	1.580307
right	0.320076	1.141355	1.723125
right	0.974624	1.173029	0.525891
right	0.196245	0.732007	0.847353
right	0.115656	0.684012	1.185016
right	0.261186	0.966372	1.153952
right	0.988161	1.306712	1.745768
right	0.371360	1.195860	0.827151
right	0.928414	1.082682	1.197172
right	0.205869	0.671203	0.626372
right	0.092502	0.534876	1.537370
right	0.999776	1.133855	0.908150
right	0.231228	1.039790	1.498518
right	0.229017	1.257507	1.267109
right	0.345218	1.016388	1.696370
right	0.134137	0.883714	1.819325
right	0.207144	0.793256	1.213922
right	0.609416	1.410757	1.458970
right	0.968359	1.098809	0.448425
right	0.378304	1.290888	0.380710
right	0.318382	0.828340	1.284820
right	0.843297	1.044039	0.489192
right	0.988286	0.883715	1.610974
right	0.467620	0.662527	0.445704
right	0.246472	1.018535	0.771737
right	0.724472	0.527977	1.298548
right	0.148100	1.141286	1.884163
right	0.530562	1.412120	0.987532
right	0.904155	1.097952	1.563920
right	0.918893	1.067345	1.282940
right	0.291518	1.367478	1.006033
right	0.097547	1.205847	0.954653
right	0.375412	1.364415	1.166397
right	0.170106	1.394071	0.144332
right	0.422531	1.414323	0.706020
right	0.323999	0.671677	1.947552
right	0.633661	0.771854	1.571556
right	0.519671	1.313812	0.961106
right	0.406480	1.332996	1.579390
right	0.462610	1.431352	1.863883
right	0.152998	1.291789	1.454563
right	0.024251	1.495257	1.344337
right	0.108580	1.359580	0.749318
right	0.623439	1.482764	1.628355
right	0.725042	0.713380	0.354686
right	0.570599	0.650349	1.168295
right	0.577018	1.264729	0.463248
right	0.333105	1.255271	0.937446
right	0.937107	0.793741	0.478062
right	0.865839	1.025924	1.704951
right	0.553861	1.329063	0.998473
right	0.054048	1.324474	0.563630
right	0.511648	0.818632	0.715786
right	0.184429	1.266271	0.320899
right	0.413107	1.019971	1.748006
right	0.182841	1.241361	1.870211
right	0.367233	0.886132	0.257128
right	0.508726	0.768122	1.328908
right	0.996992	0.648195	1.733134
right	0.580433	1.281072	1.103353
right	0.857115	1.091780	1.473197
right	0.167950	0.790747	1.286967
right	0.155624	1.311408	1.514646
right	0.016339	0.939542	0.364731
right	0.805062	1.072968	1.731065
right	0.242292	0.715321	1.785040
right	0.762508	0.820531	0.225265
right	0.279318	1.343725	0.992602
right	0.991368	0.512650	1.710153
right	0.147746	1.354193	1.336603
right	0.505240	0.710380	1.906277
right	0.496926	1.337659	1.192224
right	0.955789	0.687891	1.743087
right	0.369032	1.235730	1.376400
right	0.307221	1.235509	1.313162
right	0.208893	1.384382	0.274842
right	0.807042	0.723833	1.703755
right	0.887211	1.307934	0.702673
right	0.862732	1.493585	0.211793
right	0.205431	1.353630	0.912318
right	0.042074	1.106524	1.474787
right	0.213690	1.444851	1.078977
right	0.495885	0.722247	1.390438
right	0.826386	1.094814	1.780518
right	0.313772	1.295708	1.227061
right	0.001221	0.985131	1.826143
right	0.910205	1.028628	1.823191
right	0.768778	0.771175	1.847766
right	0.453865	0.677403	1.194207
right	0.822080	1.028199	0.194607
right	0.538747	1.337409	1.065825
right	0.810234	0.628571	1.434836
right	0.691657	1.398231	1.937220
right	0.862454	0.982616	1.570123
right	0.156556	1.357321	1.089982
right	0.119597	1.051545	1.888224
right	0.000625	1.023818	1.128799
right	0.351208	1.492420	0.414625
right	0.763261	0.617902	1.651118
right	0.496439	1.270930	0.628895
right	0.899127	1.460043	0.710230
right	0.664349	1.262705	1.171388
right	0.031552	0.700533	0.734632
right	0.700874	0.914712	1.607881
right	0.982832	1.039974	0.705168
right	0.335428	1.376180	1.690187
right	0.414320	1.426035	1.312698
right	0.902613	0.923430	0.678538
right	0.155126	0.724861	1.765162
right	0.194169	1.249531	0.794345
right	0.667577	1.252046	0.830992
right	0.978975	0.905738	0.342760
right	0.016348	0.582358	1.407751
right	0.674685	1.223917	0.674285
right	0.417938	1.189016	1.961545
right	0.941173	0.769861	1.983638
right	0.250958	1.090415	0.619804
right	0.755399	0.654249	0.191853
right	0.529756	0.964283	0.805850
right	0.603468	0.629687	1.071841
right	0.475705	0.601673	0.101310
right	0.247566	1.437233	1.196941
right	0.166631	1.350997	0.924650
right	0.566195	0.970127	0.270897
right	0.721595	1.315687	1.850671
right	0.895592	1.059612	1.251110
right	0.074036	1.172810	0.645593
right	0.867168	1.278722	0.606351
right	0.236598	1.364776	1.335785
right	0.512881	0.775162	1.961792
right	0.788687	0.793623	1.375759
right	0.032348	0.639538	1.310912
right	0.682839	0.765173	1.710405
right	0.539000	1.482070	0.388771
right	0.265466	0.813888	1.789162
right	0.567632	0.610882	0.826158
right	0.938026	0.577781	1.938540
right	0.611984	1.234284	1.901589
right	0.551903	1.046435	1.037141
right	0.549995	1.351926	1.255528
right	0.858207	0.503117	1.125703
right	0.556521	0.946842	0.512931
right	0.581007	1.129523	0.988097
right	0.129616	1.244089	1.690894
right	0.247269	1.062151	1.653262
right	0.586796	0.882358	0.125721
right	0.241670	0.751965	1.063208
right	0.949440	1.493378	1.472488
right	0.255413	1.319131	0.954701
right	0.924567	0.622832	1.321587
right	0.943598	0.836856	1.722864
right	0.617566	1.213389	0.249126
right	0.417311	1.040971	1.945936
right	0.460554	0.902319	1.897666
right	0.252818	1.492001	1.457552
right	0.429108	1.422241	0.150026
right	0.891785	1.218534	0.279033
right	0.947044	1.182612	1.385484
right	0.703561	1.005138	0.849554
right	0.318658	0.698083	0.582287
right	0.017621	0.599816	0.356652
right	0.491558	0.521526	0.865257
right	0.902767	1.415031	1.711552
right	0.609365	1.289648	1.350714
right	0.353751	0.888507	1.051225
right	0.171752	1.389913	0.158654
right	0.756443	0.747439	1.104958
right	0.826577	0.974679	0.506610
right	0.001402	0.703450	0.458169
right	0.052602	1.231810	1.058364
right	0.966809	1.481432	1.066846
right	0.609278	0.625271	0.831535
right	0.860127	0.816382	0.645098
right	0.700895	0.857039	1.743205
right	0.592970	1.086422	0.199061
right	0.875826	0.532892	0.465159
right	0.956474	1.267439	1.029300
right	0.951164	1.486140	1.436092
right	0.246192	0.941678	0.944708
right	0.529003	1.432539	1.151083
right	0.774359	0.549846	1.364095
right	0.319478	0.876716	0.770491
right	0.003183	0.953837	1.821393
right	0.825070	0.650200	0.535451
right	0.551698	0.718404	1.832151
right	0.795466	0.955448	1.864125
right	0.073480	0.777551	1.742840
right	0.078526	0.717475	0.484073
right	0.996837	1.405033	0.625506
right	0.891266	0.540737	0.388794
right	0.619953	0.727527	0.636749
right	0.625082	1.174921	0.520972
right	0.648929	1.293105	0.756913
right	0.828880	1.352516	1.627925
right	0.949121	0.782259	0.386400
right	0.838362	1.089467	1.021105
right	0.104409	1.211713	0.767491
right	0.299111	0.945918	1.929861
right	0.182569	1.327067	1.241546
right	0.027014	1.061142	0.884155
right	0.794345	0.912250	0.939971
right	0.747485	1.127499	0.439512
right	0.525167	1.263463	0.826854
right	0.795457	0.902434	0.726326
right	0.528961	1.198541	1.953039
right	0.642091	1.385261	0.502358
right	0.334516	0.885517	0.433260
right	0.822019	1.351601	1.505910
right	0.310110	0.642409	1.724605
right	0.395949	1.335643	0.227985
right	0.986179	0.558101	0.278937
right	0.053164	0.807542	0.426596
right	0.524604	0.529735	1.263206
right	0.923142	1.350772	0.228976
right	0.991537	1.201356	1.296498
right	0.457657	0.544704	1.389935
right	0.509860	1.404830	0.332247
right	0.914231	1.306948	1.374651
right	0.772076	1.485865	1.163536
right	0.822873	0.974192	1.166224
right	0.228129	0.743520	1.199530
right	0.972069	1.171927	0.978446
right	0.180090	0.957920	1.934758
right	0.306429	0.608470	0.844080
right	0.743838	1.470356	1.117829
right	0.060715	1.281508	0.197962
right	0.749581	0.857354	1.811374
right	0.291572	1.302253	1.991698
right	0.242798	1.382384	1.220032
right	0.490936	0.576997	0.870169
right	0.017117	1.256081	0.491637
right	0.628692	1.422010	0.303660
right	0.179121	1.238360	0.261140
right	0.057866	1.227069	0.429207
right	0.579433	0.619501	1.433282
right	0.808531	1.232257	1.451997
right	0.610128	1.304889	1.862934
right	0.560628	1.075964	1.389393
right	0.921836	1.127039	1.989011
right	0.029916	0.838802	0.600944
right	0.377781	1.029312	1.004279
right	0.722224	1.299466	1.592432
right	0.545926	1.366387	1.753525
right	0.130238	1.065222	1.936924
right	0.115468	1.010899	1.630868
right	0.594565	1.115440	1.424804
right	0.233505	1.147283	0.555448
right	0.025830	0.789134	0.564697
right	0.509305	0.759630	0.938469
right	0.894744	1.338243	0.384570
right	0.759419	0.635190	1.140394
right	0.216601	1.465655	1.355907
right	0.336269	1.075387	0.540476
right	0.375648	1.469079	1.378053
right	0.853381	0.801296	1.956114
right	0.677848	1.072935	0.607140
right	0.288015	0.803020	1.146599
right	0.623814	0.930280	0.613543
right	0.758267	1.341912	1.240261
right	0.084101	1.212176	0.967602
right	0.699396	1.228802	1.339934
right	0.826353	1.061865	0.650884
right	0.137358	1.482386	1.955918
right	0.582863	0.984332	1.197516
right	0.325614	1.012663	1.384880
right	0.337521	1.102762	1.034191
right	0.015158	1.337954	1.553798
right	0.814930	0.509731	1.438410
right	0.838027	1.248648	0.145100
right	0.312121	1.220996	0.647786
right	0.998794	1.423907	1.175119
right	0.621808	0.697592	1.087061
right	0.970322	1.381956	1.170213
right	0.953855	1.450763	1.512945
right	0.399925	0.605989	0.892444
right	0.416481	1.087436	1.330038
right	0.467256	1.262669	1.361591
right	0.711986	0.986444	1.523165
right	0.170548	0.524517	0.909355
right	0.840919	1.292244	0.260580
right	0.208462	1.403470	0.376605
right	0.678791	0.932958	0.358646
right	0.052618	1.216995	1.673366
right	0.372501	0.506795	0.652131
right	0.344131	0.848401	0.150194
right	0.628299	0.608645	1.516547
right	0.722845	1.403239	0.632950
right	0.697599	1.212934	1.689241
right	0.207608	0.856124	1.034255
right	0.089512	1.095845	1.756779
right	0.946891	0.515008	1.221220
right	0.370243	0.734331	1.943548
right	0.797278	0.666245	0.130589
right	0.033496	1.073697	1.071138
right	0.498002	0.594091	0.532965
right	0.495919	1.060995	0.970010
right	0.415840	0.541816	0.231267
right	0.855559	1.005114	1.481196
right	0.763189	1.352227	0.601164
right	0.851583	0.993617	1.710203
right	0.561541	1.098904	0.451999
right	0.802556	1.054540	1.743703
right	0.331530	0.706669	0.350678
right	0.845778	1.194084	0.812346
right	0.487030	1.382324	0.609989
right	0.325554	0.902230	0.184451
right	0.251279	0.527536	0.515886
right	0.828370	0.740259	1.996989
right	0.751171	0.721267	1.234117
right	0.410338	1.388478	1.968053
right	0.127367	1.129318	1.593459
right	0.104529	0.937689	0.723640
right	0.337513	0.839504	0.507333
right	0.564823	0.936895	0.805660
right	0.434197	0.624818	1.000561
right	0.432128	1.145041	0.593272
right	0.362970	0.699446	1.507092
right	0.729342	0.798527	0.424111
right	0.282961	0.553210	1.213486
right	0.516379	1.137783	1.513105
right	0.539279	1.106752	1.752307
right	0.388617	0.859548	0.738043
right	0.140187	0.897715	0.496838
right	0.179811	1.485926	0.141883
right	0.635203	1.393700	0.146100
right	0.013460	1.185696	0.426524
right	0.898476	0.953852	1.101803
right	0.531534	1.200481	1.026197
right	0.166476	1.150000	0.767733
right	0.208990	0.994207	1.568582
right	0.296417	1.075400	0.344018
right	0.028194	0.542193	1.527086
right	0.702115	1.088153	0.250317
right	0.217378	1.398735	0.118647
right	0.767560	0.748061	0.540752
right	0.963050	0.549899	1.596801
right	0.746549	1.380905	0.121190
right	0.122537	0.714915	0.766124
right	0.408019	0.727160	0.712481
right	0.476958	1.371613	0.433609
right	0.842949	0.890146	1.422797
right	0.252651	1.185185	0.859053
right	0.824773	1.323862	1.361829
right	0.876113	0.631908	1.389477
right	0.592980	1.050086	0.674146
right	0.320800	0.930912	1.469884
right	0.515161	1.320204	1.675227
right	0.105521	1.389816	1.873080
right	0.637352	1.171950	1.092277
right	0.265219	1.291352	1.227679
right	0.806463	1.467590	0.623951
right	0.149239	1.153369	1.573315
right	0.469294	1.005463	1.290909
right	0.991498	1.099952	1.411358
right	0.661350	1.401642	0.325361
right	0.297159	1.473216	0.249286
right	0.283661	1.355580	1.018992
right	0.729659	0.767062	1.406056
right	0.841259	1.401516	0.903625
right	0.932255	1.195692	1.442062
right	0.988691	0.924557	1.607548
right	0.393296	0.742565	1.551477
right	0.875643	0.715213	1.276712
right	0.105402	0.873514	1.211111
